episode,reward,stages
0,-379.5442987578026,1
1,-509.6545468565863,1
2,-642.9375219909467,1
3,-412.4061664878873,1
4,-458.43068610233854,1
5,-382.9801326051937,1
6,-248.4436830921724,1
7,-674.1954379497191,1
8,-101.37415941819852,1
9,-219.9383342647156,1
10,-238.04774007393627,1
11,-33.39614475212889,1
12,-343.0349307942821,1
13,-390.74288656071116,1
14,-593.2293806636146,1
15,-26.370304834471185,1
16,-259.7319414252403,1
17,-412.4442544363222,1
18,-511.79875076171334,1
19,-257.91690114035913,1
20,-304.61930440566084,1
21,-458.4788261326377,1
22,-215.85170257328474,1
23,-779.6668001000518,1
24,-417.7528561653376,1
25,-239.89460257553566,1
26,-93.15148245424217,1
27,-204.9239845080219,1
28,-833.2125746580832,1
29,-252.97799775575626,1
30,-81.81606241186822,1
31,-132.3943437093518,1
32,-22.61308138572392,1
33,-292.54009030814836,1
34,-57.50323556885266,1
35,-59.29488520794882,1
36,-44.39427564129192,1
37,-16.968163345068568,1
38,68.43421584703582,1
39,-84.97024313263675,1
40,-106.91453083932905,1
41,-2.5965342168562415,1
42,-60.65280559105471,1
43,-17.510033384345135,1
44,-47.968648669933685,1
45,54.54481710395419,1
46,-65.86849522381382,1
47,53.7522016438761,1
48,-91.90683094975572,1
49,-96.98155378325707,1
50,-77.2508924542133,1
51,-103.1568280987524,1
52,-126.2972748889051,1
53,-8.90870279133419,1
54,-51.53227783878107,1
55,-56.748321785831266,1
56,95.4735299387056,1
57,44.22224664468428,1
58,99.7644657863134,1
59,82.17447107937193,1
60,257.97921046752606,1
61,1.9682008050993574,2
62,79.67341834080402,2
63,109.11248414971432,2
64,-3.4075659924990447,2
65,59.62518255607962,2
66,34.53005077317814,2
67,62.06112461105473,2
68,35.02362593252899,2
69,23.34843449735431,2
70,63.80484512376957,2
71,56.91726556830378,2
72,11.369969714358973,3
73,-5.163625237160929,3
74,-112.18948293306313,3
75,-106.2254517053651,3
76,-66.47109268295134,3
77,14.55223570973161,3
78,-78.43404074483325,3
79,-75.76851114662301,3
80,-76.500637091488,3
81,-20.140626891806605,3
82,3.210467564935044,3
83,-197.68691136543083,3
84,-71.94951592031593,3
85,1.7082970557207489,3
86,-58.806844614924074,3
87,-72.37663098447251,3
88,-213.43127768258847,3
89,-63.77945503743718,3
90,-108.20430577808759,3
91,-103.76033838876477,3
92,-109.02675712969821,3
93,-328.2075485131006,3
94,-95.10727795169421,3
95,-22.79147111987382,3
96,17.687504500884714,3
97,-146.11119605666215,3
98,57.37564552852147,3
99,-252.00229969068891,3
100,42.601712077145336,3
101,-24.88681106258761,3
102,-70.41996032199133,3
103,-46.47868231239265,3
104,30.234115976174508,3
105,-4.151343678642817,3
106,-156.69378185211292,3
