episode,reward
0,-187.78777994986746
1,-113.05330883225365
2,-164.48018476645862
3,-318.65810996589244
4,-126.80666181597182
5,-214.64292111677122
6,-91.74631554050359
7,-77.51940436189491
8,-83.05941225920667
9,-269.52006684551253
10,-146.7293362382653
11,-155.19877578711697
12,-127.03439008432882
13,-90.45088538618003
14,-259.40121284982564
15,-124.70012003172215
16,-94.51712127224212
17,-81.15917854759138
18,-212.35935542696103
19,-146.30114787128295
20,-124.29451623144408
21,-378.0838328198392
22,-279.1389394748579
23,-211.6368141666957
24,-35.93282468526009
25,-298.9637264324052
26,-284.3628322952937
27,-283.3958344477528
28,-93.54521929822812
29,-225.50596392284436
30,-74.04606255932117
31,-62.98344725444222
32,-256.42262414506047
33,-57.519883089902976
34,-34.77056470486096
35,-83.90961702708643
36,-74.3126947078185
37,26.31760108651156
38,-89.40423578211991
39,-33.71991384335203
40,-100.91286901307562
41,-45.84497630098987
42,-98.78882579073375
43,-150.1296554704913
44,-123.3315356786906
45,-94.79646866654043
46,-109.91021327413304
47,-48.52256411271175
48,-205.3104420409975
49,-94.94722886137181
50,-115.31822653365198
51,-123.26080627693528
52,-345.4866155587622
53,-200.9763985757702
54,-25.62842242510162
55,-49.1939339332132
56,-154.88562881405136
57,-76.03314827209557
58,-78.47391864330083
59,-288.5677137581625
60,-303.6580165024036
61,-63.791694791364606
62,-82.1543351173395
63,-54.552931807745324
64,-154.7713071068569
65,-28.372796514904365
66,-95.15591419137303
67,-181.77545070947835
68,-191.84283983672498
69,-71.79694761353345
70,-119.44417611952453
71,-111.70906968614833
72,-213.58765347310523
73,-74.12714173664519
74,-65.96009621454158
75,-117.23274974747588
76,-19.252334431085615
77,48.03540014946762
78,-86.37326591804964
79,18.19597946828037
80,-6.596930764469832
81,-2.187556955321611
82,-171.9768427053723
83,2.441825601188043
84,-53.51633951806852
85,-68.27448538108953
86,7.361041924099126
87,-31.951013649996696
88,-6.2884538752339125
89,-30.704554876242227
90,-186.10668578687347
91,-12.15312327190233
92,-28.146958958000226
93,-62.82815874328065
94,-7.575575612341581
95,-19.848700124912966
96,-154.9098058073065
97,-47.56237064312501
98,-45.59397262869747
99,-24.774868689363927
100,-24.886160933080305
101,0.5941965322076648
102,-107.58346351782065
103,-113.13458717462007
104,77.02773017364223
105,-139.32327655248105
106,-143.48099363117248
107,-140.33131942791977
108,-82.09290587036703
109,-76.08867866492066
110,-86.94799921789082
111,-62.30769716570305
112,-49.219073984978614
113,-785.8940747596067
114,-92.28730094020747
115,-82.33920078202623
116,-71.10617555057419
117,-51.20465251028195
118,-47.316361641437965
119,-75.71060666908176
120,-49.84544441135725
121,-29.024724654059163
122,97.47946229758008
123,-21.229967853791933
124,18.403067054400744
125,-125.64070619994247
126,216.20546071952273
127,213.739243554739
128,-39.73581426488643
129,185.78489060672854
130,105.10796703763116
131,69.46690564321406
132,223.55732752121676
133,21.506579164694635
134,255.38789458462387
135,200.77058484905095
136,232.99099218622
137,-62.74746908564169
138,-6.31371730924614
139,254.86495138888256
140,15.594633666304317
141,-35.87384180471239
142,-26.087262929461787
143,2.725230714025617
144,22.632808504339312
145,-10.589128208602215
146,284.3473441996648
147,-2.1296921131299484
148,251.33789084607986
149,198.73509482282174
150,-31.5378143671601
151,5.3471100240428475
152,254.1837755448235
153,221.81711946181628
154,-9.879197110405649
155,217.04828376690577
156,220.82168955616652
157,-9.219690533181769
158,254.88300854925635
159,154.91564779458122
160,172.78983246651495
161,-28.205311520682532
162,167.43658936926718
163,278.20671970669093
164,19.54645479514315
165,0.8505219150765855
166,-17.70022871766963
167,-42.799262131548524
168,16.66922659852684
169,246.15730173533865
170,281.19134350511234
171,242.51115817664535
172,291.5327546994202
173,-55.15150907584948
174,87.04589364744281
175,-43.747337042696216
176,271.19590430679705
177,302.4312159255038
178,-1.989189286927221
179,93.90811142115898
180,275.0848679041479
181,279.07226913393083
182,-23.302095600117134
183,258.9571226385828
184,267.3637644073644
185,-25.234719591144604
186,53.80501784134745
187,290.0465304895788
188,-35.64941912890977
189,251.557061270868
190,236.827654333915
191,253.57555351349865
192,36.174741622965314
193,281.0001214328464
194,271.79334214589426
195,244.2173658670806
196,219.56789072468777
197,-7.567297727770281
198,285.50528035720185
199,-1.3416358791490524
200,40.380869563582394
201,23.08618288701834
202,-7.590667973826896
203,40.2532316745784
204,255.38875069145004
205,280.4945624182949
206,231.1607709773334
207,266.7810797183377
208,269.64295491706224
209,233.90860237993425
210,-6.127485621930177
211,247.3716570133569
212,169.69847042946182
213,259.6008725259616
214,210.38822685571665
215,33.51176746657595
216,275.18337443315556
217,228.2888460485324
218,241.11991969069453
219,264.72552512490176
220,-21.483587558897273
221,10.063387273821874
222,2.0921218106480355
223,210.33864903467247
224,253.03871952806782
225,280.70594563529664
226,280.3441151849813
227,235.4115502628573
228,232.12709824953555
229,235.57637112258115
230,22.45229538424796
231,269.27768509884095
232,261.98540191756524
233,274.9804247589009
234,256.3907347721092
235,20.339796474397186
236,7.588297524533317
237,282.2915849590385
238,-12.954874285037931
239,237.2803184953582
240,268.3538646329979
241,266.42559387066404
242,205.77524243074694
243,110.34772103210561
244,223.9256885001609
245,20.787127644528113
246,108.89273742303183
247,205.99596478718837
248,60.35082316076324
249,18.652257701342222
250,258.18867807225155
251,246.38860848623148
252,242.40921082848598
253,250.937350964952
