episode,reward,stages
90,-188.9576126973107,3
91,-35.49204866301868,3
92,-205.87149533312663,3
93,-29.630436571802775,3
94,-36.47875622825633,3
95,-187.5115007003398,3
96,11.415485827954512,3
97,-49.82422877806212,3
98,-52.841278991040255,3
99,-41.77443598256339,3
100,-8.201475901593454,3
101,-158.96421179065214,3
102,15.764561556028866,3
103,-3.1158868965812303,3
104,-222.69803507175914,3
105,-58.816787029436696,3
106,-89.62288587751539,3
107,-72.67673526069026,3
108,12.508494691123246,3
109,-91.42322047667092,3
110,-27.016435561833802,3
111,-11.738211649264073,3
112,-73.33358109414387,3
113,-36.76803767732052,3
114,-148.80786099420203,3
115,-14.39970078743248,3
116,-45.95849476976951,3
117,-28.21412681215503,3
118,-244.4520662029119,3
119,-42.253510071253345,3
120,4.847902755723169,3
121,-1.2803972346937655,3
122,13.345846885515684,3
123,-32.5319993616034,3
124,-224.14414636003275,3
125,-86.77357987941437,3
126,-82.11933562285832,3
127,-472.5235886287596,3
128,-203.604290593371,3
129,-174.63662736478614,3
130,-326.89991162914833,3
131,113.90090826432657,3
132,-152.07022032220056,3
133,-78.44919910500752,3
134,-136.90149940305585,3
135,181.72508799962668,3
136,-91.80832777828735,3
137,-231.19586858732447,3
138,-68.74501811047296,3
139,-186.19537086930433,3
140,-158.3282149892589,3
141,-41.90850410242473,3
142,13.365169246482708,3
143,-69.37847420383142,3
144,-146.56765294051553,3
145,-79.79700166439602,3
146,-2.903584449963489,3
147,-170.63135614074162,3
148,-9.55162796071123,3
149,-31.11454825246308,3
150,-56.182427082968,3
151,-132.89607029415157,3
152,312.19757368134975,3
153,269.37313720552004,3
154,-365.4653867576363,3
155,17.78076364742033,3
156,21.333604962124767,3
157,-92.86255348592472,3
158,-243.00696888321767,3
159,-75.53331017472875,3
160,-146.4366333014084,3
161,-29.81999037542066,3
162,221.0154036780154,3
163,-47.33951800194103,3
164,-54.22017974752596,3
165,-67.68268099014949,3
166,-196.55358396106362,3
167,-15.586018717946473,3
168,-197.7500207829828,3
169,-49.806251427871445,3
170,-37.63928353497421,3
171,8.007750624277179,3
172,-130.51904589928108,3
173,-42.975312249019,3
174,-55.44202814614532,3
175,-185.65782312941968,3
176,-52.641992144165386,3
177,-40.49691993334683,3
178,-221.53560957925538,3
179,-14.102976942786157,3
180,243.06484342967843,3
181,-79.83716554850966,3
182,-50.954370902999415,3
183,-55.21287154249728,3
184,13.349004664057361,3
185,-30.35237135772546,3
186,-188.79149172834892,3
187,-32.526766347992236,3
188,101.2863015227241,3
189,-93.44308658389127,3
190,178.58393663695682,3
191,-237.63830989855902,3
192,-38.58936347372908,3
193,-104.72246783357835,3
194,-3.297690037469124,3
195,-109.97754523767493,3
196,-248.0263312309226,3
197,-0.9569587946081413,3
198,221.76509833000796,3
199,171.82110371849888,3
200,-18.789149155087742,3
201,248.581546379638,3
202,-74.10465767781426,3
203,-193.6312271095241,3
204,-236.17313600722204,3
205,-59.04243882691044,3
206,-160.0107836575781,3
207,207.81978468704904,3
208,-247.96478731284105,3
209,0.7579948813429549,3
210,-41.30512115273666,3
211,200.0581167209137,3
212,-34.627759956921935,3
213,-11.8757674950563,3
214,122.71066799180373,3
215,233.88311116365492,3
216,-42.17055420855411,3
217,245.0827226946984,3
218,-14.655475781195776,3
219,218.6144854883364,3
220,-29.249768062087625,3
221,190.80082726749703,3
222,-41.89702856686167,3
223,-20.902351956673186,3
224,35.11760351638637,3
225,-198.41748073177962,3
226,-46.46592713167746,3
227,-25.07154067314371,3
228,134.29966837614768,3
229,-50.739208011033824,3
230,107.73260379526698,3
231,240.53048371026938,3
232,-7.142065256573474,3
233,0.6674181486042272,3
234,-154.4294727503495,3
235,-14.35150412533035,3
236,-64.09153454943974,3
237,-68.72456190906011,3
238,107.29579716936676,3
239,241.7800488429023,3
240,197.85534997733288,3
241,127.91502692476912,3
242,267.95784164869553,3
243,-4.997161175444475,3
244,-32.910514985570316,3
245,141.73165451626107,3
246,-58.373991676950666,3
247,224.26288685224364,3
248,-79.4017470908131,3
249,150.13102629089786,3
250,61.08921086934093,3
251,16.29286226968752,3
252,-29.118932100913838,3
253,143.57133786704773,3
254,232.35520396968087,3
255,241.08276205583218,3
256,-80.05518879457867,3
257,246.61511997845136,3
258,-71.12968329277447,3
259,14.661778732826921,3
260,80.98217254462006,3
261,6.536316053343455,3
262,-25.728004500437805,3
263,-24.84671862851306,3
264,126.32613130731761,3
265,202.21043726564386,3
266,-252.84606413607378,3
267,109.33349373411903,3
268,64.75545921703164,3
269,-29.692239251850353,3
270,-233.78832477106593,3
271,187.53791227806306,3
272,-126.8524616156148,3
273,82.43407812049306,3
274,88.80104916467701,3
275,-186.07805822205393,3
276,-131.7627961288231,3
277,-44.78721257066208,3
278,93.23998903653384,3
279,105.85475912088435,3
280,66.78209824981283,3
281,215.10225911691535,3
282,96.15513939171915,3
283,-189.20553088463254,3
284,-57.37407916679825,3
285,-66.49756183442145,3
286,-180.3299924945731,3
287,183.1186259115023,3
288,87.05565411113609,3
289,-267.4633088657881,3
290,222.88744979483656,3
291,225.8069800362681,3
292,-194.5104983798508,3
293,266.554174011283,3
294,187.27612583815508,3
295,214.71871582697887,3
296,52.52385427361233,3
297,-101.52126263582932,3
298,251.91313746022516,3
299,-175.4600238672374,3
300,-195.7729818259267,3
301,171.33037406119433,3
302,53.516943590008765,3
303,-173.05702606350602,3
304,-537.7857554288582,3
305,-33.45843467391744,3
306,-210.5082633600842,3
307,74.90964493622941,3
308,236.01879425692732,3
309,-217.36414042751758,3
310,276.09903142824635,3
311,140.37815255732022,3
312,-99.49861308997654,3
313,-251.31679188391078,3
314,103.69334914483287,3
315,169.52822634935455,3
316,-266.1429094594215,3
317,145.38105977280674,3
318,179.8737677326282,3
319,-192.60107882939542,3
320,-124.65171277507588,3
321,99.63104996537804,3
322,-182.0732417147303,3
323,-224.54649298791233,3
324,-24.74957373711186,3
325,-181.58399322937987,3
326,-145.43927210624636,3
327,-192.8031162952589,3
328,-229.89537758483564,3
329,121.4701091034947,3
330,30.712332084221742,3
331,-145.87507367559905,3
332,-25.844515934613174,3
333,-115.23794210313795,3
334,-263.64152557888906,3
335,-171.07893885237843,3
336,-185.8954669379326,3
337,266.0740946186976,3
338,-118.9425312083898,3
339,-180.2019883819008,3
340,129.42799483943716,3
341,104.1562606569865,3
342,155.3681008777682,3
343,-257.46598805414567,3
344,176.74475278087246,3
345,206.9349750465944,3
346,198.78497541634397,3
347,256.7693514952655,3
348,-160.43749269809442,3
349,69.09905528091235,3
350,194.61863336391883,3
351,-63.674656615469445,3
352,286.6740847006781,3
353,212.99388341557705,3
354,213.08360326381882,3
355,77.74903682230347,3
356,-326.9292071264566,3
357,123.5124909406734,3
358,277.1173326312288,3
359,-80.5783998212939,3
360,-57.493801350310605,3
361,85.20155231507964,3
362,164.9970091381091,3
363,-59.90049854553665,3
364,-127.47660776035704,3
365,242.75349481483383,3
366,-103.85345763363625,3
367,265.00937698695986,3
368,-64.57520507289405,3
369,-17.261779035200128,3
370,153.873325153549,3
371,196.22888704217354,3
372,203.55375397723765,3
373,-32.993151142382985,3
374,-252.84634295626415,3
375,202.64462704047378,3
376,237.3132348597798,3
377,106.55122071791851,3
378,253.3900241830185,3
379,11.950337480893182,3
380,113.59530524047847,3
381,-43.83292179500752,3
382,-142.6921077852234,3
383,221.4161420261441,3
384,137.28803637021625,3
385,167.04904173812233,3
386,100.13148007582797,3
387,-82.73996470036418,3
388,43.82470598992962,3
389,210.9889962753312,3
390,147.09947005734057,3
391,192.6575369947946,3
392,-35.771048568337335,3
393,202.7978880073282,3
394,-53.19031768083378,3
395,110.04740517824924,3
396,-39.78728622218682,3
397,-185.69273421154503,3
398,-171.69087617178437,3
399,191.3728509499347,3
400,-138.9463075699733,3
401,-362.0531087129628,3
402,214.53335841473836,3
403,-194.75733443965382,3
404,170.35440067994088,3
405,240.78057869840353,3
406,243.43282624375786,3
407,163.4390391159635,3
408,-210.3968103193188,3
409,251.51346864982983,3
410,178.2263884866101,3
411,-36.86193721098775,3
412,161.51281179727562,3
413,166.14773827807397,3
414,204.03358183720934,3
415,225.98931669525348,3
416,-196.33140235102127,3
417,265.8605323065553,3
418,-158.4954540645444,3
419,254.90308858113218,3
420,92.86797040536905,3
421,265.7542484188941,3
422,136.86737629931434,3
423,239.13265982279742,3
424,148.82392882824965,3
425,238.31003783778425,3
426,213.28582551352798,3
427,172.13560067060024,3
428,224.617582901069,3
429,156.97648202584352,3
430,163.3438676876229,3
431,-460.9505794810247,3
432,241.59531543314068,3
433,240.29610558542663,3
434,124.0191758377962,3
435,117.17467440731075,3
436,-118.90594207254537,3
437,121.0466657527621,3
438,263.6115573237345,3
439,-19.08566618524864,3
440,-125.26879374833756,3
441,156.63882216842373,3
442,-44.70412998467694,3
443,175.22900584007687,3
444,190.32626728011053,3
445,213.09273092796315,3
446,207.7749935356104,3
447,52.155408702377514,3
448,221.58526363102106,3
449,202.77797193554065,3
450,224.52225623809906,3
451,196.65468415119608,3
452,245.96898619601652,3
453,229.57674213546693,3
454,210.71155009049022,3
455,105.6760206930779,3
456,173.42837706807705,3
457,86.22491371466703,3
458,204.95875620706283,3
459,137.43151977623654,3
460,-139.72773270521793,3
461,-192.36585282395808,3
462,224.26598328637505,3
463,145.80019604620662,3
464,-87.29454564428539,3
465,14.663676311815735,3
466,212.16895880543612,3
467,-237.83076070572534,3
468,214.40612580568015,3
469,210.27066487887635,3
470,-433.42047770392054,3
471,-82.74586831354816,3
472,230.75198348564342,3
473,263.2694114268285,3
474,14.175238138543714,3
475,243.51868436604187,3
476,268.0692287682139,3
477,-56.316788013153364,3
478,-83.74826187572413,3
479,-87.85364109014135,3
480,251.86463725041037,3
481,269.07227828034434,3
482,-67.8415573316565,3
483,220.81017898537493,3
484,-87.00201066293839,3
485,-6.6472824436989555,3
486,-151.9874990021329,3
487,103.32646328876478,3
488,223.7294048338316,3
489,-239.50182194901913,3
490,227.597351595737,3
491,-126.08015590598568,3
492,81.63930759711738,3
493,6.993431083624543,3
494,157.30393825498015,3
495,181.04801705984866,3
496,-84.46125253919402,3
497,86.0113324208343,3
498,-111.25595053345302,3
499,182.85201234375313,3
500,-101.82059829993304,3
501,214.28062150408715,3
502,196.72202736841976,3
503,-58.198197793782995,3
504,233.65341285629864,3
505,263.9675594229617,3
506,216.0354123495627,3
507,196.1160660694224,3
508,273.5895006032986,3
509,264.00348445103043,3
510,181.21281644911255,3
511,-92.59023934252025,3
512,209.2334348289691,3
513,145.30856878300764,3
514,183.63273169337674,3
515,288.92908175111523,3
516,-190.3718260431412,3
517,211.08930030946215,3
518,282.3579298007138,3
519,231.38519300699116,3
520,282.77353445493134,3
521,-92.08651504133546,3
522,-2.088281833976064,3
523,-75.54713629643878,3
524,-106.14469053053409,3
525,83.3827048712363,3
526,232.54790188751284,3
527,149.64470367652453,3
528,197.02041601809162,3
529,201.17624075136678,3
530,218.79045223488708,3
531,243.6933506119718,3
532,-110.2748069657064,3
533,213.86258121627475,3
534,212.2489430350396,3
535,277.4124709462666,3
536,223.57808489835926,3
537,164.50859737196438,3
538,114.46084959493383,3
539,228.23402406413132,3
540,-107.34333936841358,3
541,-31.490327502291848,3
542,141.2755691236691,3
543,251.08838402176954,3
544,-113.53789592831178,3
545,-17.170566763337945,3
546,277.3898261741666,3
547,148.40436468900387,3
548,-680.9775225981568,3
549,43.17489581436692,3
550,-201.07281660514536,3
551,162.14659844053654,3
552,247.30524391335322,3
553,229.2919850596979,3
554,-16.87506916649258,3
555,255.0820153634235,3
556,190.96586116867152,3
557,-376.5405721366208,3
558,238.61535838079394,3
559,292.1875277223544,3
560,225.93495875360856,3
561,-48.570162702238704,3
562,183.61490742426884,3
563,-13.840909304894694,3
564,213.34059661871552,3
565,263.1239812258414,3
566,265.6873805057038,3
567,218.33868265144554,3
568,255.8985375011057,3
569,135.0131567667648,3
570,206.57757243414432,3
571,231.75790607778038,3
572,242.22696811386493,3
573,247.84081721392542,3
574,-99.67928280800471,3
575,198.83375222229375,3
576,223.1072809981306,3
577,-24.521010916088727,3
578,-123.08405406392374,3
579,241.45933556610694,3
580,105.61482963609546,3
581,230.39420353565197,3
582,-197.78927325140663,3
583,84.84300284304081,3
584,-1.6960410440553773,3
585,35.53109092143319,3
586,254.1720633548273,3
587,256.7071814951905,3
588,-227.55795542046434,3
589,227.4998519904209,3
590,-69.59124004903502,3
591,257.34268016304696,3
592,265.4681176749824,3
593,286.3455965403205,3
594,253.65504324661808,3
595,183.1172950055447,3
596,219.24839514230757,3
597,222.0126185955756,3
598,3.49769019498504,3
599,222.16975973460802,3
600,232.5464119715949,3
601,290.572693840196,3
602,171.43372096213676,3
603,207.35589343429328,3
604,225.08113196927857,3
605,291.26784640862604,3
606,-6.910771862043276,3
607,274.1349155786104,3
608,142.28854216256815,3
609,232.05906170916936,3
610,286.6912081339351,3
611,258.43385219508707,3
612,219.7067830054081,3
613,252.15315041156268,3
614,-82.76682899377064,3
615,-141.67764914229508,3
616,289.3037685150964,3
617,88.38100622633925,3
618,260.89365291468965,3
619,123.52567840320295,3
620,-336.19498323369874,3
621,138.39643691888185,3
622,220.39693330589157,3
623,194.55305715543912,3
624,257.77891402354317,3
625,-134.7871221145095,3
626,-115.87742788936589,3
627,267.52176924398265,3
628,152.76672195894812,3
629,264.6288124238757,3
630,247.10751291767772,3
631,276.07776180932217,3
632,204.4323093803779,3
633,-40.8893831641568,3
634,112.85823393365564,3
635,273.7041460578852,3
636,264.699510381196,3
637,114.93312901558907,3
638,222.54074804450926,3
639,5.823613097620594,3
640,157.6427852501542,3
641,-79.06842695178182,3
642,258.0105937414355,3
643,163.0959065097824,3
644,199.8129366392722,3
645,211.151725312741,3
646,243.98080640685703,3
647,-308.2139747048343,3
648,186.2221038279351,3
649,-210.46068332209188,3
650,-525.2820555175102,3
651,-211.52727531754994,3
652,260.6611663628774,3
653,236.06792686611254,3
654,-199.90460081424507,3
655,260.39920254550725,3
656,242.92999841298368,3
657,211.75274831508787,3
658,30.310622647888152,3
659,-164.1141556363764,3
660,126.71336931330417,3
661,234.6815355629584,3
662,266.368476894315,3
663,167.52435826682648,3
664,225.02912280632864,3
665,-226.34259995181964,3
666,265.8892778673378,3
667,234.64799804296285,3
668,183.22390180671684,3
669,253.01834451278762,3
670,238.07137855924535,3
671,213.41131780053422,3
672,228.06058593175666,3
673,152.68854735748124,3
674,267.3568832654446,3
675,286.77375387782865,3
676,-26.47381759238641,3
677,268.339038166759,3
678,240.58299083729548,3
679,231.7345418520471,3
680,281.32803209216354,3
681,274.332935263501,3
682,267.7518350120499,3
683,237.7234327134193,3
684,288.8957958018469,3
685,238.8454397195179,3
686,-204.68349605622447,3
687,216.51352455304556,3
688,157.3605453608291,3
689,147.4888240029229,3
690,220.8388156500926,3
691,230.43625198643738,3
692,225.42661506638285,3
693,156.42240139378822,3
694,260.1008493000466,3
695,254.73051728891588,3
696,278.98218234253005,3
697,233.09728297658333,3
698,-4.584080357882371,3
699,266.1882340972926,3
700,-180.9596234679637,3
701,218.07318317182137,3
702,260.03952598163886,3
703,295.1625163185413,3
704,256.2822063861494,3
705,78.57601754803228,3
706,253.90174085859437,3
707,230.4359566598322,3
708,197.6452685359659,3
709,240.30494732471018,3
710,223.6741797708055,3
711,267.8090561255552,3
712,262.94949779071237,3
713,164.32942638489874,3
714,169.48830184637563,3
715,209.3900630102736,3
716,176.77654782611611,3
717,79.23746176875208,3
718,252.93835535979352,3
719,235.33186122416825,3
720,200.2711541250082,3
721,-38.94460013594025,3
722,238.96132954302274,3
723,234.98921874535978,3
724,242.71988680120182,3
725,106.39548203841593,3
726,317.3900637791168,3
727,258.39771082716504,3
728,217.32104481668048,3
729,193.6468786582356,3
730,277.68831873608895,3
731,204.40181678977189,3
732,248.03539601857725,3
733,281.6033415351736,3
734,236.28005415746574,3
735,258.6086679669145,3
736,155.48995340018135,3
737,168.60090735266624,3
738,230.1288119785088,3
739,-200.8990334370983,3
740,258.6619576577631,3
741,229.50516701286332,3
742,196.77663079043464,3
743,262.4317213443478,3
744,210.2018874600481,3
745,185.47535265902124,3
746,269.01296943300554,3
747,270.90613988030077,3
748,-159.33801671204594,3
749,276.79544701478676,3
750,214.1511596488904,3
751,237.3897461312444,3
752,-106.42428901450512,3
753,271.63994649752374,3
754,195.1802296284112,3
755,281.8725370754869,3
756,248.23773160791734,3
757,194.0287636804727,3
758,197.0800646004862,3
759,274.14018068389737,3
760,135.30466199981805,3
761,9.840729173516905,3
762,263.3733372631175,3
763,284.22523607457924,3
764,288.379607350052,3
765,-241.76169375754563,3
766,-3.2824515269736736,3
767,227.03259142217078,3
768,244.0537568586451,3
769,5.057664554575112,3
770,199.0912704149904,3
771,272.8338400681979,3
772,-157.05729729242162,3
773,235.22157626947262,3
774,195.82056880428556,3
775,263.1032014373419,3
776,257.0221544646804,3
777,230.74352616810296,3
778,-81.03875751505042,3
779,260.23213298811334,3
780,-4.25398816991661,3
781,297.2778127543879,3
782,258.9036509048053,3
783,-29.59396578195492,3
784,-25.448303317583367,3
785,169.03804386959848,3
786,-4.260143207069646,3
787,-5.948586613054886,3
788,-9.164672545660906,3
789,287.4054409292245,3
790,189.3457870047995,3
791,-140.44981079509645,3
792,-231.30855116441882,3
793,245.91153660886647,3
794,-73.19973071869346,3
795,291.06887210779405,3
796,250.6165158383159,3
797,211.5701999822697,3
798,249.6937791659098,3
799,-18.820275810610212,3
800,144.2994937913585,3
801,-96.6688946720439,3
802,-26.859612666100077,3
803,-63.965320613323584,3
804,131.07881520144488,3
805,256.4155346005445,3
806,258.85712026144495,3
807,-189.7354655641309,3
808,238.2367521333356,3
809,209.82281073491072,3
810,-9.761727713320042,3
811,170.8175814043562,3
812,230.37706193535973,3
813,261.915037764634,3
814,-34.89304871086563,3
815,296.18208699878767,3
816,-42.14679852782618,3
817,-428.609331309256,3
818,-17.29956388155952,3
819,42.917639007344405,3
820,237.00357588213782,3
821,244.31766400950664,3
822,-87.4936603274112,3
823,-107.3175091178456,3
824,-38.33561922624793,3
825,-5.455286575258455,3
826,-11.786880686265732,3
827,25.67777007980385,3
828,249.34858501744276,3
829,228.08851164045473,3
830,189.07016276585537,3
831,207.0020476098859,3
832,249.3074128095937,3
833,-146.09340888425746,3
834,112.52870518029219,3
835,9.548414243608178,3
836,242.58717025978703,3
837,276.3790439917916,3
838,-15.712585821837834,3
839,-485.6031743554176,3
840,253.29233919705823,3
841,236.74877985839126,3
842,-31.650428208472093,3
843,240.40941917816554,3
844,258.37522932728655,3
845,130.97608066592642,3
846,189.16719555970872,3
847,12.980950645916337,3
848,-47.1169618576251,3
849,28.699391338437437,3
850,21.958542371418815,3
851,-42.36873002693631,3
852,103.17482940167264,3
853,36.102278794529724,3
854,-37.71613450205113,3
855,207.74794135240714,3
856,-31.801415224368327,3
857,284.5062584168928,3
858,15.357395251330487,3
859,260.1246195889112,3
860,-194.6955759322884,3
861,71.24994757660508,3
862,291.50206460439324,3
863,72.9895081213449,3
864,4.9461539482727375,3
865,87.56505071140279,3
866,-0.7897788016448999,3
867,25.469364135653237,3
868,146.56418640253318,3
869,284.8149523732701,3
870,-28.557847500764865,3
871,-70.41900429208377,3
872,261.07628606532364,3
873,234.67909262356386,3
874,-70.02962808219256,3
875,-13.78041236972797,3
876,9.055917033314415,3
877,230.32933442809608,3
878,215.90890253374602,3
879,269.00803977578255,3
880,160.81725381834707,3
881,-10.295902721461687,3
882,10.61581731650648,3
883,8.425138427712838,3
884,218.84363400281677,3
885,6.584592903106056,3
886,-67.30432935971933,3
887,269.2793544898717,3
888,266.97071152923223,3
889,-34.99156023525994,3
890,47.107839818278535,3
891,-85.91013568798566,3
892,141.7160617133965,3
893,-29.743570550764332,3
894,2.90010707848667,3
895,269.22603157784863,3
896,245.56952848211682,3
897,-13.436396140455955,3
898,-105.33876172583815,3
899,-19.58291789827686,3
900,30.98799606250816,3
901,16.850836000477855,3
902,-10.730545963339495,3
903,3.992155659858099,3
904,181.209612091449,3
905,-12.615690923859944,3
906,-22.171347019940825,3
907,-100.77498780030983,3
908,-33.01684597531336,3
909,270.87635777479915,3
910,180.1289905033546,3
911,-29.89825237449658,3
912,-391.10309945908716,3
913,275.68381523740356,3
914,-122.86196443824879,3
915,225.153407523722,3
916,-92.58579684768566,3
917,182.1204841400928,3
918,-138.275318150925,3
919,-153.927256878398,3
920,-182.63810358766864,3
921,272.42736029400197,3
922,-187.65482426007304,3
923,-47.97242229090284,3
924,-214.8267368943782,3
925,-215.60717659749304,3
926,200.73660227921016,3
927,7.532197451817282,3
928,-150.28468603399006,3
929,-59.08347796295368,3
930,-104.52986215203715,3
931,-33.32321773119429,3
932,-15.770939998865728,3
933,-120.94745881580411,3
934,276.97607086051914,3
935,-62.10305809263507,3
936,167.79963581863635,3
937,-81.82030838172514,3
938,-206.89375341899142,3
939,-70.19478132833031,3
940,-25.374018789574592,3
941,-73.44358667805031,3
942,-80.37234379756585,3
943,-97.64075715764093,3
944,-167.93487901349528,3
945,19.490783340016776,3
946,-63.960504869842794,3
947,-153.88863759893343,3
948,260.19679466000775,3
949,-54.31781092707405,3
950,-151.57631024458573,3
951,-12.342632581416481,3
952,-31.4287407575317,3
953,-232.2323711419175,3
954,-74.98673987264542,3
955,-43.560568927251396,3
956,-48.91573803194177,3
957,-282.79684970264407,3
958,-242.86617627296837,3
959,-228.04824545957706,3
960,301.8593161535825,3
961,-106.80437852960505,3
962,-112.68947619381686,3
963,-100.17311378255438,3
964,-181.27857554129582,3
965,-165.24472466769498,3
966,-82.4627142574387,3
967,-137.29391013666717,3
968,-41.38716119929059,3
969,-82.32228542384578,3
970,-63.31272476839952,3
971,-159.6460114549681,3
972,-198.01872249678365,3
973,-259.42617514606377,3
974,-79.87082402574693,3
975,-20.816859931354514,3
976,122.45713155610069,3
977,-159.69784683686436,3
978,-116.32261259045542,3
979,-91.68117467989724,3
980,184.30498874195405,3
981,-106.02529149316022,3
982,-183.16354366008153,3
983,0.17879723998380825,3
984,-268.3113393882296,3
985,-193.96766908587705,3
986,261.7091318916268,3
987,-184.85048735349642,3
988,-93.47555701694179,3
989,-55.017707003444336,3
990,-78.34689313946737,3
991,-232.04861730276892,3
992,-149.46926020977884,3
993,-291.5248007108686,3
994,-23.898387472195992,3
995,-42.33483711655833,3
996,-95.89856027424685,3
997,-61.84206208564249,3
998,-104.76497297592113,3
999,-86.78198471093009,3
