episode,reward,stages
382,130.79774879681017,3
383,295.80006481260057,3
384,211.8359812176992,3
385,215.10653619084889,3
386,-81.84842619358758,3
387,-162.12235743168924,3
388,-53.47480997734691,3
389,-116.5756672798189,3
390,73.09566755265743,3
391,61.230830825066306,3
392,-205.61820234557962,3
393,284.5297630011819,3
394,-283.53247756983797,3
395,-228.07117567647202,3
396,256.9434670411585,3
397,279.09062053894274,3
398,-43.174920973683,3
399,198.18298398970308,3
400,-96.25027390015708,3
401,222.96194931786664,3
402,37.728306748177346,3
403,221.12291591983032,3
404,-165.8970804828878,3
405,-12.897894832377375,3
406,100.01990356278056,3
407,195.27736007319038,3
408,218.86582833453664,3
409,-76.07541749123706,3
410,149.80096335586626,3
411,265.2256483323736,3
412,-237.86856581204017,3
413,-6.176025107278619,3
414,-126.67126556127607,3
415,151.30736841042483,3
416,-166.5842992799772,3
417,5.751537538304504,3
418,-185.59741607947302,3
419,280.7908944540338,3
420,271.0420256205931,3
421,273.19069730322036,3
422,-9.386539478293727,3
423,130.9043948625321,3
424,-134.84225231666824,3
425,167.6361242787899,3
426,235.71832942273608,3
427,269.86849696059835,3
428,258.67545774484415,3
429,-150.20673600017597,3
430,310.65211638689516,3
431,107.95949195262,3
432,-109.23112439801666,3
433,-186.66321207441075,3
434,229.70890990140623,3
435,217.32967299613279,3
436,-14.305122219435518,3
437,-28.852611371849505,3
438,119.08140619272059,3
439,250.01011823397027,3
440,-5.932046375476446,3
441,-138.49915841387264,3
442,231.4106888456582,3
443,-61.86488261656878,3
444,160.0511544011033,3
445,-202.55761263027904,3
446,210.20957448206576,3
447,210.56662106185965,3
448,-134.40580988729891,3
449,11.116780017544741,3
450,201.24975181271068,3
451,72.3039659084493,3
452,168.65587622290576,3
453,20.455001615529966,3
454,27.09650961141564,3
455,285.38674433681115,3
456,248.26818260649137,3
457,233.12891874447507,3
458,-197.12152673675396,3
459,255.0771981781511,3
460,-164.2616847185505,3
461,-53.07769162137436,3
462,-67.13033420163578,3
463,233.7277856024298,3
464,242.3960604017407,3
465,273.99818640621163,3
466,-26.05985999041266,3
467,235.0301421465343,3
468,27.47961520773704,3
469,242.88074396633513,3
470,140.30353821390375,3
471,238.8631026180054,3
472,275.63326883076024,3
473,-157.33654925832224,3
474,-27.265055642463224,3
475,254.19538310782343,3
476,-48.147540963439226,3
477,261.04889641251043,3
478,253.20703747789,3
479,258.9061554124071,3
480,229.63766296593843,3
481,2.4077288982872105,3
482,2.2180099791856946,3
483,-21.561085313104712,3
484,15.489721190422657,3
485,66.74549379825586,3
486,197.80610562217163,3
487,234.66982481644052,3
488,45.01853775882552,3
489,276.1021117955339,3
490,253.45076055819504,3
491,-154.05753341275468,3
492,172.75690336042172,3
493,277.5644715369905,3
494,261.0154533746709,3
495,-97.15088931858429,3
496,-41.143615042402054,3
497,-20.160655631250705,3
498,-40.042887494863194,3
499,-12.057115748882978,3
500,195.01523854207048,3
501,267.55246694635343,3
502,211.10105946683103,3
503,-112.46288379971064,3
504,-44.831330146712844,3
505,-56.63822648417896,3
506,235.01866644733252,3
507,188.9195037838623,3
508,259.24735461533066,3
509,33.60327254671495,3
510,17.972613911607368,3
511,-18.03828052470658,3
512,243.16454108698403,3
513,273.0604603215654,3
514,251.75184065476648,3
515,242.84267264383573,3
516,-50.728926360012636,3
517,248.5274972930703,3
518,242.19201673750723,3
519,-147.97826851924617,3
520,-105.26983949067076,3
521,220.13187186914047,3
522,244.87487643640367,3
523,254.9441282735214,3
524,-49.33787821332205,3
525,-54.91051116599457,3
526,255.62803107888044,3
527,262.34832288211607,3
528,-10.236044470243712,3
529,224.1710268336721,3
530,-206.98244483408104,3
531,187.17339687858976,3
532,-115.01002226442436,3
533,263.4243259774949,3
534,215.33044875498376,3
535,-79.25202153067349,3
536,-0.5118596834183506,3
537,-68.29527125328474,3
538,170.31203054124686,3
539,-80.33763118374004,3
540,272.7934930119935,3
541,192.9740763781831,3
542,159.1745476957252,3
543,-35.641130535533975,3
544,220.28945210828775,3
545,-68.06526392721918,3
546,241.56684193374096,3
547,262.56928862401344,3
548,-25.86381009562153,3
549,265.84722299517205,3
550,41.42990871886366,3
551,241.74971851607637,3
552,162.97190652616354,3
553,-81.26076115224272,3
554,266.73836803623334,3
555,-178.9643988688973,3
556,264.7531554034559,3
557,247.75708016858738,3
558,223.50797195478037,3
559,-48.25251371750379,3
560,293.02647570921124,3
561,245.22599768751013,3
562,263.241122975227,3
563,-28.57872357001139,3
564,-170.1142876087767,3
565,-35.25801300105762,3
566,180.10123285342033,3
567,-79.76007705060368,3
568,193.32462922484038,3
569,244.97276507970165,3
570,265.09999185913375,3
571,230.34307714055234,3
572,-66.81554395326378,3
573,-121.45166209334587,3
574,244.03817239115128,3
575,221.8749808781885,3
576,220.6602753350029,3
577,228.5715441211348,3
578,-59.65649767388881,3
579,274.4791321970022,3
580,242.86494431658272,3
581,251.32062988790776,3
582,58.24600603310293,3
583,284.5128901210297,3
584,123.17447782417493,3
585,-102.79885864328935,3
586,250.8675378396187,3
587,288.7460846985562,3
588,224.91825354128906,3
589,-114.559775974598,3
590,-115.39709948686516,3
591,-87.224957793342,3
592,40.671830894572224,3
593,-120.756630583614,3
594,-22.13412443548755,3
595,299.1415959514157,3
596,-46.33193502973868,3
597,91.29477033769498,3
598,-125.39892988715877,3
599,301.74977992615163,3
600,252.89242305945777,3
601,3.7689030639763956,3
602,310.03653927596497,3
603,227.71195646632464,3
604,-4.737223808218289,3
605,16.643471713170726,3
606,-28.178216979372337,3
607,143.9121170173705,3
608,204.65186363495764,3
609,170.19487748741534,3
610,-134.20933501109192,3
611,-25.076695751872904,3
612,133.4324788601839,3
613,279.88900697133397,3
614,-16.36180240695738,3
615,-34.6372837030889,3
616,183.80386921298754,3
617,-48.56070030267024,3
618,277.25441153855695,3
619,272.8431089401952,3
620,64.48439351999156,3
621,-308.17574503651065,3
622,305.72721585811007,3
623,-207.24684036476015,3
624,140.81767093786894,3
625,265.4810902828123,3
626,253.26138209964546,3
627,1.9507341596597598,3
628,258.80833849697467,3
629,251.48717490843714,3
630,266.38951035884907,3
631,240.68392589687733,3
632,-29.367079880104697,3
633,233.36387882059947,3
634,-4.342568019568603,3
635,0.7372600911509011,3
636,-13.036857264875195,3
637,277.75678780196256,3
638,-59.72056411073855,3
639,267.86183687354105,3
640,258.63334405100215,3
641,227.8105597456414,3
642,260.3329755695649,3
643,287.4924148299515,3
644,281.7652697373443,3
645,221.86169854951254,3
646,-106.53596646051987,3
647,14.863886568767,3
648,279.38901364121125,3
649,-57.35933549631633,3
650,-68.13962013835699,3
651,245.82536602050456,3
652,234.89069881057424,3
653,232.59844474731605,3
654,-249.5035445779366,3
655,267.60369087564874,3
656,297.7066515794071,3
657,244.84007309400954,3
658,282.13479069681364,3
659,295.42709758529816,3
660,100.98097513874674,3
661,172.527561255202,3
662,206.44746218373837,3
663,208.8776675044141,3
664,244.99909809059582,3
665,269.3274949034926,3
666,-9.285229616503372,3
667,223.84236047718963,3
668,-42.299488840596155,3
669,282.7527403384388,3
670,258.53694763116266,3
671,-23.91435045845388,3
672,164.72104499042052,3
673,-16.101760147982517,3
674,241.30882771739152,3
675,182.72352456582428,3
676,15.176678670559028,3
677,22.90723534305485,3
678,197.50806724665478,3
679,295.71713400067995,3
680,3.331381261882612,3
681,119.47420186158624,3
682,289.21407711139284,3
683,285.7753958153131,3
684,186.20311668570605,3
685,266.50400462455804,3
686,186.29507689953968,3
687,236.9303426973336,3
688,15.354583307858718,3
689,-185.7857780732739,3
690,33.83104172947381,3
691,245.3422381478689,3
692,10.006847223689533,3
693,1.1298970687163035,3
694,310.7828043723058,3
695,207.47601352569575,3
696,-80.11017874701477,3
697,-165.2599771424127,3
698,237.36165002833405,3
699,243.62867314010185,3
700,-72.7013490117479,3
701,-189.12550378010843,3
702,167.9100194490441,3
703,24.83729213461794,3
704,-18.893318935270543,3
705,260.5166591478754,3
706,270.50540997816074,3
707,-21.629823159699242,3
708,-35.74262915114787,3
709,305.28510738937473,3
710,-32.420842969855826,3
711,245.36333475003482,3
712,274.5805204958085,3
713,239.8664832041785,3
714,-46.7847720891813,3
715,-12.796876809319556,3
716,196.4727656721713,3
717,24.359915168407042,3
718,-7.100908298426845,3
719,272.18287062541106,3
720,-77.6473787838277,3
721,216.8518623991502,3
722,47.62155594768288,3
723,-77.33104571547754,3
724,233.18368962860478,3
725,194.81876108117004,3
726,226.0208577596208,3
727,282.4899222864365,3
728,19.565227778268934,3
729,181.63542428082178,3
730,210.45124016712776,3
731,-99.58576259823606,3
732,20.25402588762475,3
733,206.88720223639498,3
734,243.57720853911076,3
735,237.57584546350404,3
736,284.25293691188995,3
737,32.03119732828836,3
738,24.722245813449845,3
739,213.74289779840333,3
740,46.10352033816008,3
741,-44.31926522072999,3
742,291.2164710352597,3
743,296.59564041689055,3
744,-35.09552975594569,3
745,-14.002955489535836,3
746,267.8405915861824,3
747,225.05659019736345,3
748,161.01758388756147,3
749,-9.76298682790727,3
750,-3.01216011559616,3
751,313.121611859846,3
752,257.1858068661724,3
753,-3.4431879898714755,3
754,260.72528385723854,3
755,-27.774890801702426,3
756,238.98768676285258,3
757,268.03173471448474,3
758,256.4001369363833,3
759,18.099359486127227,3
760,39.110080081434035,3
761,253.8798022365032,3
762,-22.09202828660473,3
763,248.18628938561085,3
764,225.605902422113,3
765,7.652568703112095,3
766,2.5769303433768442,3
767,199.93718367027697,3
768,245.56752196589113,3
769,-11.894737840410016,3
770,40.909229282475366,3
771,-3.2748060827167222,3
772,0.3998183709258143,3
773,230.4924852121278,3
774,-200.90781107716023,3
775,260.94084349546677,3
776,-182.31226636468094,3
777,237.5630401395095,3
778,273.39055534737963,3
779,8.87561521317798,3
780,240.74975942064182,3
781,246.6861464630289,3
782,40.89780061013684,3
783,-1.8289052400107124,3
784,248.23025691045206,3
785,283.42086583480267,3
786,-74.57132489656412,3
787,-39.08386244795962,3
788,270.6694485974575,3
789,273.037374357055,3
790,282.983135430347,3
791,-1.4469770569635472,3
792,-0.554435617375816,3
793,254.05973617457008,3
794,-2.414609707799599,3
795,273.3275665346518,3
796,266.25500112013117,3
797,-106.7781442396715,3
798,232.73747294068403,3
799,241.40954570278973,3
800,210.43099304962863,3
801,295.7231670601693,3
802,16.057242594321366,3
803,246.28312063327445,3
804,-34.38188803092123,3
805,-99.28339074230813,3
806,248.56781411325883,3
807,285.66315048261856,3
808,-10.523217184147342,3
809,286.5293033090151,3
810,242.67399615128247,3
811,19.528220202587136,3
812,237.7782986120382,3
813,272.7929353892797,3
814,13.335601059626768,3
815,-16.943984449113486,3
816,276.0964251630455,3
817,263.5828726431737,3
818,4.6765864665793515,3
819,252.70026663279933,3
820,256.9489757463766,3
821,256.99991433542664,3
822,225.96826960673715,3
823,268.8504319250734,3
824,266.72009956601414,3
825,30.14770438237875,3
826,233.55417905913828,3
827,-74.6533313834627,3
828,30.424651722654147,3
829,40.76861217141973,3
830,-30.08756279368842,3
831,268.5287037166648,3
832,38.73977643829838,3
833,274.61725658322985,3
834,235.7165563293356,3
835,-7.738238029113674,3
836,9.301904229511749,3
837,28.08714424339354,3
838,-170.51746173172057,3
839,10.008207468777229,3
840,-53.773968353522136,3
841,248.8314572317672,3
842,-59.94229229650634,3
843,263.39542280726346,3
844,-101.00237973970361,3
845,50.584376747146905,3
846,-51.69526017717362,3
847,38.13058216095996,3
848,0.3081656359835847,3
849,-9.737610652570623,3
850,21.90670327379557,3
851,-6.95701533803323,3
852,-64.06093458833868,3
853,253.32376163181607,3
854,244.6509614470203,3
855,242.71447986926714,3
856,14.108599241627857,3
857,159.93814079361783,3
858,-109.58504209672319,3
859,48.70672111282997,3
860,-19.691274331963683,3
861,24.406069075852855,3
862,85.68509059832999,3
863,-22.254113333400213,3
864,-9.4117543609877,3
865,292.6983973630499,3
866,254.4402570636187,3
867,-76.25091827081543,3
868,-96.05131879781112,3
869,11.985797210891988,3
870,-60.63259171211277,3
871,277.37571291518464,3
872,-24.614578896626327,3
873,233.03606811155436,3
874,-59.59780514789312,3
875,259.2619460757818,3
876,-61.212079230714785,3
877,13.093730113129297,3
878,-81.45825708571985,3
879,227.25510021144498,3
880,-32.1066645427063,3
881,-15.200641002383307,3
882,-0.07846620086527878,3
883,-93.05047300461428,3
884,195.5834878013731,3
885,-56.756844586218016,3
886,-95.21071727434976,3
887,306.57961815967457,3
888,255.0473714660966,3
889,268.52497488777414,3
890,12.555813810887429,3
891,22.280599089937184,3
892,-47.478167560009865,3
893,-76.29671591658857,3
894,1.1527307236203512,3
895,-6.616105565894401,3
896,-68.62347900644127,3
897,-0.4430818443519371,3
898,-33.159620736442946,3
899,14.277029630252898,3
900,271.5961109930852,3
901,-49.63756056747303,3
902,212.71981983367363,3
903,-109.45916228321818,3
904,282.2987211585929,3
905,-59.779910913752175,3
906,295.0618159592791,3
907,-32.817817606086265,3
908,-46.935372412977344,3
909,5.330143464993,3
910,241.49841437351293,3
911,-25.813065520640833,3
912,-230.36176169297494,3
913,-38.66967439215311,3
914,40.01667621973655,3
915,-21.6639398228605,3
916,282.4096520323229,3
917,260.5279612313452,3
918,-19.02058213999605,3
919,-24.948735636166873,3
920,-64.93335510934958,3
921,-83.45905015835038,3
922,48.909284478629104,3
923,-24.05556142548906,3
924,25.096076481344127,3
925,37.84964986611439,3
926,274.7893111961701,3
927,8.431526774919334,3
928,288.50636700058106,3
929,-61.4004357585531,3
930,-89.97486311863926,3
931,-34.79755492461098,3
932,275.43174920928027,3
933,-23.352376511619312,3
934,-26.409163578976944,3
935,296.63902107906097,3
936,55.76666621843094,3
937,271.0659152323283,3
938,295.9550440850056,3
939,-153.04079781521298,3
940,-49.326222350187436,3
941,43.43081444755751,3
942,268.31432575720476,3
943,260.7886024497867,3
944,-8.811837283007335,3
945,-55.42133152004451,3
946,229.30432032541623,3
947,269.5895119701005,3
948,239.77516371936792,3
949,-6.56534550573339,3
950,253.2939499347711,3
951,251.06147442901283,3
952,25.90567829505008,3
953,3.9766788876145114,3
954,286.4486273251316,3
955,41.574688351350204,3
956,297.96660921051875,3
957,276.80912884304075,3
958,24.453932021954245,3
959,-11.523426439982387,3
960,-10.609381835095462,3
961,-60.46878301526322,3
962,234.22497865049047,3
963,311.42531836279124,3
964,283.9198236834064,3
965,235.0031286541845,3
966,255.23058811582672,3
967,27.384483631843267,3
968,281.57795289433017,3
969,-46.40429059653922,3
970,-156.03506754482626,3
971,77.35152965156894,3
972,-27.637962934918377,3
973,-27.774265537144586,3
974,22.589791495812577,3
975,275.35047306213386,3
976,-0.767041463639444,3
977,274.47263350719027,3
978,40.47084083415061,3
979,-56.89695258792882,3
980,-20.230422903983694,3
981,185.89920945623822,3
982,-348.924962884534,3
983,64.14741996265221,3
984,228.3167693335917,3
985,-118.22903774415406,3
986,248.80104811982062,3
987,276.6301384836403,3
988,-47.93148949874197,3
989,250.8085368056144,3
990,-2.464604320322195,3
991,20.48554610353223,3
992,254.78348063130815,3
993,-47.363114192489306,3
994,-71.96348078169868,3
995,250.8592130039372,3
996,241.91553019611072,3
997,-56.140341994208086,3
998,27.599375107428955,3
999,-155.7815600380279,3
